tiles [
0;g6548;-95.750000,0.323550;0.000000;0
0;g6548;-91.468750,0.479800;0.000000;0
0;g6548;-90.062500,0.261050;0.000000;0
0;rect10131129550;-95.343750,2.604800;0.000000;0
0;g6548;-69.250000,4.573550;0.000000;0
0;g6548;-65.562500,6.573550;0.000000;0
0;g6548;-86.531250,3.636050;0.000000;0
0;g6548;-82.572670,3.737299;0.000000;0
0;g6590;-11.156250,-14.988949;0.000000;1
0;g6590;-13.312500,-15.207699;0.000000;1
0;g6590;-15.437500,-15.238949;0.000000;1
0;g6590;-17.593750,-15.238949;0.000000;1
0;g6590;-19.093750,-15.207699;0.000000;1
0;g6590;-18.437500,-15.207699;0.000000;0
0;g6590;-16.031250,-15.051449;0.000000;0
0;g6590;-13.750000,-15.082699;0.000000;0
0;g6590;-11.062500,-14.926449;0.000000;0
0;g6760;-28.312500,-21.613949;0.000000;0
0;g6760;-27.312500,-21.613949;0.000000;0
0;g6760;-26.125000,-21.613949;0.000000;0
0;g6760;-25.093750,-21.582699;0.000000;0
0;g6760;-24.343750,-21.551449;0.000000;0
0;g6760;-23.656250,-21.582699;0.000000;0
0;g6590;-27.500000,-20.926449;0.000000;0
0;g6590;-24.312500,-20.801449;0.000000;1
0;g6548;-29.354166,-11.574018;0.000000;1
0;g6632;-46.406246,-2.143463;0.000000;0
0;g6632;-45.407982,-2.642595;0.000000;0
0;g6632;-44.344616,-3.120026;0.000000;0
0;g6632;-43.324650,-3.792768;0.000000;0
0;g6632;-44.019093,-3.488949;0.000000;0
0;g6632;-44.865448,-2.989817;0.000000;0
0;g6632;-45.538189,-2.642595;0.000000;0
0;g6632;-44.973953,-2.968116;0.000000;0
0;g6632;-44.301212,-3.467248;0.000000;0
0;g6548;-58.474823,-1.968984;0.000000;0
0;g6760;-65.468750,-4.707699;0.000000;0
0;g6760;-64.375000,-4.738949;0.000000;0
0;g6760;-63.312500,-4.770199;0.000000;0
0;g6760;-62.250000,-4.832699;0.000000;0
0;g6760;-61.187500,-4.832699;0.000000;0
0;g6760;-60.156250,-4.832699;0.000000;0
0;g6760;-59.531250,-4.801449;0.000000;0
0;g6590;-60.156250,-4.207699;0.000000;0
0;g6590;-62.468750,-4.082699;0.000000;1
0;g6548;-75.687500,4.792301;0.000000;1
0;g6590;-74.437500,5.323551;0.000000;1
0;g6590;-73.437500,4.979801;0.000000;1
0;g6590;-72.093750,5.386051;0.000000;1
0;g6590;-71.375000,5.229801;0.000000;1
0;g6590;-71.093750,4.854801;0.000000;1
0;g6590;-72.781250,4.667301;0.000000;1
0;g6590;-71.281250,4.229801;0.000000;1
0;g6590;-73.968750,4.261051;0.000000;1
0;g6739;7.000000,7.448551;0.000000;0
0;g6739;8.593750,8.136051;0.000000;0
