tiles [
1;ground1;-84.008736,-9.050547;0.000000;0
2;ground2;-52.012413,-8.988906;0.000000;0
5;ground5;14.126683,-20.994991;0.000000;0
5;ground5;14.126683,-13.119991;0.000000;0
4;ground4;14.113246,3.204657;0.000000;0
5;ground5;89.710838,-21.141792;0.000000;0
5;ground5;89.710838,-13.141790;0.000000;0
5;ground5;89.710838,-5.141791;0.000000;0
5;ground5;89.710838,2.799584;0.000000;0
5;ground5;89.710838,10.740960;0.000000;0
0;g6645;-96.496338,2.966758;0.000000;0
0;g6590;-89.928871,1.931369;0.000000;0
0;g6590;-85.099007,5.233452;0.000000;0
0;g6632;-76.871292,6.775987;0.000000;0
0;g6590;-18.862900,-14.599157;0.000000;0
0;g6590;-16.456650,-14.567907;0.000000;1
0;g6590;-13.831650,-14.536657;0.000000;0
0;g6590;-11.425400,-14.630407;0.000000;1
0;g6590;98.699600,15.838343;0.000000;1
0;g6590;98.293350,15.994593;0.000000;0
0;g6590;96.012100,15.869593;0.000000;0
0;g6590;93.324600,15.932093;0.000000;0
0;g6590;93.980850,15.994593;0.000000;1
0;g6590;95.824600,15.932093;0.000000;1
0;g6590;98.824600,15.932093;0.000000;1
0;g6590;97.043350,15.900843;0.000000;1
0;g6590;90.949600,15.650843;0.000000;1
0;g6718;-84.592155,4.323272;0.000000;0
0;g6718;-9.038506,-7.715711;0.000000;0
0;g6718;5.554123,7.665839;0.000000;0
0;g6718;-60.474453,-4.563167;0.000000;0
0;g6718;-65.257858,7.190280;0.000000;1
0;g6801;-87.938049,0.208123;0.000000;1
0;g6801;-89.567604,0.208123;0.000000;1
0;g6801;-91.163429,0.208123;0.000000;1
0;g6801;-92.759247,0.208123;0.000000;1
0;g6801;-94.355072,0.208123;0.000000;1
0;g6801;-95.984619,0.208123;0.000000;1
0;g6801;-97.580444,0.208123;0.000000;1
0;g6801;-99.176270,0.208123;0.000000;1
0;g10813;-86.980789,0.321512;0.000000;0
0;g10813;-86.980789,1.647708;0.000000;0
0;g10813;-86.980789,2.973904;0.000000;0
